p_lat,p_long,num_pickups,total_revenue,average_passinger
40.7438,-74.0071,393,4443,1.770992366
40.7334,-73.9873,393,4454,1.760814249
40.719,-73.9851,393,5184,1.646310433
40.7186,-73.9886,392,5974.37,2.025510204
40.7223,-74.0039,392,5097.5,1.673469388
40.7261,-73.9917,392,4598.5,1.75255102
40.7347,-73.9908,392,5369.5,1.545918367
40.7392,-74.0012,392,5090,1.964285714
40.744,-73.9835,392,4484,1.762755102
40.7571,-73.9669,392,4502,1.739795918
40.7438,-73.9835,392,4290.5,1.788265306
40.7434,-73.9799,391,4562.5,1.716112532
40.7198,-73.9951,391,4581,2.046035806
40.7328,-74.0001,391,4730,1.647058824
40.7207,-73.9972,391,4462,1.923273657
40.7365,-73.9908,391,5464,1.654731458
40.7215,-73.9922,391,4465.5,2.015345269
40.7224,-73.9871,391,5352,1.792838875
40.7194,-73.9902,391,4502.5,1.641943734
40.7406,-74.0046,391,4640,2
40.7278,-73.9823,391,4830,1.713554987
40.764,-73.9977,391,4895,1.813299233
40.7319,-74.001,391,5370,1.508951407
40.7306,-73.9862,391,4912.5,1.744245524
40.7203,-73.9936,390,4742.5,1.887179487
40.7649,-73.9954,390,4988.5,1.748717949
40.7298,-73.981,390,4335.5,1.656410256
40.7302,-74.0005,390,4890.5,1.866666667
40.7386,-73.9997,390,5944,1.758974359
40.7754,-73.9535,390,4526,1.658974359
40.7404,-74.002,390,4946,1.61025641
40.7566,-73.9902,390,4993,1.551282051
40.7273,-73.9886,389,5007.5,1.627249357
40.7821,-73.972,389,4064,1.670951157
40.7311,-73.9859,389,4626.5,1.807197943
40.7609,-73.987,389,4849,1.735218509
40.7516,-73.9938,389,4966,1.70437018
40.7292,-74.0011,389,5121.5,1.69151671
40.7416,-73.9783,389,4809,1.63496144
40.7319,-73.9882,389,4434,1.688946015
40.7306,-73.9805,389,4541,1.627249357
40.7212,-73.9886,389,4893,1.789203085
40.7638,-73.9973,389,4664,1.899742931
40.7253,-73.984,388,5251,1.853092784
40.7399,-74.0025,388,4749.5,1.512886598
40.7416,-74.0048,388,4919.5,1.726804124
40.7386,-73.9995,388,5593,1.590206186
40.7415,-73.9932,388,3796.5,1.951030928
40.7385,-73.9996,388,5323,1.603092784
40.7206,-74.0102,388,4477.5,1.317010309
40.7409,-74.0049,388,5141,1.708762887
40.7506,-73.9872,388,4986,1.778350515
40.7404,-73.9984,388,5125.5,1.886597938
40.7316,-73.9884,387,4666,2.03875969
40.7566,-73.9898,387,5278,1.627906977
40.7316,-73.9856,387,4492,1.780361757
40.7566,-73.99,387,5221,1.664082687
40.7214,-73.9883,387,5036.5,1.744186047
40.7413,-73.993,387,3811.5,1.73126615
40.7193,-73.9856,387,4823.5,1.870801034
40.7215,-73.9973,386,4125.5,1.810880829
40.7227,-73.9859,386,5130,1.727979275
40.7411,-74.008,386,5163,1.691709845
40.7689,-73.9822,386,4807.5,1.494818653
40.7208,-73.9977,386,4164,1.841968912
40.7415,-73.9935,386,4322.5,1.85492228
40.7268,-73.9889,386,5109.5,1.867875648
40.7368,-73.9888,386,4851,1.904145078
40.7419,-74.0036,386,4344.51,1.932642487
40.7738,-73.8711,386,10467,2.132124352
40.7482,-73.9849,385,3475,1.820779221
40.7265,-74.0023,385,4308.5,1.735064935
40.7206,-73.9939,385,5130,1.709090909
40.7282,-73.9989,385,4703.5,1.779220779
40.7373,-73.997,385,5360.35,1.641558442
40.7277,-73.9855,385,5119,1.766233766
40.7717,-73.9828,385,5245,1.862337662
40.7459,-73.9882,385,4777.5,1.815584416
40.7141,-73.9899,385,5186.5,1.735064935
40.7193,-73.9878,385,5340,1.771428571
40.7412,-74.0053,385,4556.5,1.807792208
40.7347,-73.9988,385,4902,1.735064935
40.7226,-73.9831,385,5027.5,1.65974026
40.7457,-74.0056,385,4715,1.571428571
40.7603,-73.9913,385,4626,1.748051948
40.7311,-73.9887,385,4594.5,1.864935065
40.7388,-74,385,6331.5,1.797402597
40.7283,-73.982,384,4810,1.6015625
40.7279,-73.999,384,4754,1.755208333
40.7478,-74.0044,384,5068,1.6171875
40.7231,-73.9888,384,5080.5,1.575520833
40.7394,-74.0027,384,4648,1.651041667
40.7524,-73.9782,384,4233,1.6015625
40.7387,-73.9833,384,4334.5,1.778645833
40.7189,-73.9894,384,5248.5,1.791666667
40.7268,-73.9858,384,4976.5,1.875
40.7408,-74.0053,384,4759,1.755208333
40.7311,-74.0067,384,4950,1.692708333
40.7242,-73.9849,384,4871.5,1.622395833
40.7269,-73.9829,384,4971,1.942708333
40.726,-73.9946,384,4601,1.5546875
40.7337,-74.0062,384,4465,1.859375
40.7407,-74.0087,384,4862,1.736979167
40.7302,-73.9806,384,5020,1.75
40.7473,-73.9854,384,4547,1.776041667
40.7274,-73.9826,384,4646,1.786458333
40.7268,-73.9891,384,4935,1.75
40.7221,-73.9933,383,4672.5,1.955613577
40.743,-73.9927,383,4778.5,1.430809399
40.7373,-73.9782,383,5417,1.161879896
40.7403,-74.0052,383,4884.5,1.869451697
40.7413,-73.9814,383,4491.5,1.806788512
40.7622,-73.9861,383,5363.5,1.637075718
40.7298,-74.0103,383,4663.5,1.736292428
40.7767,-73.9528,383,4796.5,1.624020888
40.7642,-73.9868,383,4752.5,1.955613577
40.7452,-73.9984,382,5083.5,1.583769634
40.7301,-73.9834,382,4907.5,1.586387435
40.7373,-73.9968,382,4549.5,1.583769634
40.7591,-73.9885,382,4968,1.604712042
40.7566,-73.9899,382,5125,1.848167539
40.7248,-73.9814,382,5103,1.861256545
40.733,-73.9999,382,5305.5,1.628272251
40.7329,-74.0032,382,5391,1.942408377
40.7312,-73.9828,382,5004.5,1.678010471
40.7392,-74.0029,382,4586,1.623036649
40.7438,-74.0069,382,4379,1.670157068
40.7264,-73.9893,382,5133.5,1.719895288
40.7255,-73.9838,382,5411.5,1.77486911
40.7178,-73.9576,382,5173.5,1.803664921
40.7206,-73.9972,382,4409,1.937172775
40.7617,-73.994,382,4633.5,1.657068063
40.7563,-73.9905,382,4029.5,1.704188482
40.7256,-74.0039,382,4376.5,1.54973822
40.7502,-73.9915,381,4891,1.658792651
40.7439,-74.0062,381,4337.5,1.787401575
40.7346,-73.9999,381,4443,1.708661417
40.7265,-73.9919,381,4116,1.687664042
40.7241,-73.9789,381,4716,1.80839895
40.7315,-73.9828,381,4769,1.700787402
40.7336,-74.0026,381,5000,1.658792651
40.7601,-73.9648,381,4516,1.435695538
40.727,-73.9839,381,4700,1.816272966
40.7318,-74.0012,381,5154.5,1.769028871
40.7629,-73.9715,381,4369,1.782152231
40.7592,-73.992,381,5043,1.758530184
40.719,-73.988,381,5082.5,1.74015748
40.7601,-73.9876,380,5204,1.75
40.7351,-74.0061,380,4986.75,1.671052632
40.7585,-73.989,380,5432,1.718421053
40.7222,-73.9575,380,6017,1.665789474
40.7406,-74.0019,380,4719,1.839473684
40.7298,-74.0104,380,4665.5,1.694736842
40.7326,-74.0033,380,4837,1.965789474
40.7412,-73.9814,380,4635,1.892105263
40.7374,-73.9967,380,5015.5,1.578947368
40.7484,-73.9886,380,4668,1.663157895
40.7223,-73.9859,379,4696.5,1.746701847
40.7312,-73.9822,379,4045,1.783641161
40.7772,-73.9523,379,4787,1.596306069
40.7509,-73.9907,379,4791,1.556728232
40.7437,-74.0064,379,4098,1.612137203
40.7183,-73.9893,379,4899,1.91292876
40.7304,-73.9805,379,5155,1.915567282
40.7437,-73.9796,379,4041.5,1.604221636
40.7269,-73.9859,379,4816,1.778364116
40.7324,-73.9852,379,4571,1.773087071
40.7283,-73.9992,378,5173.1,1.814814815
40.7315,-74.0012,378,5290.5,1.740740741
40.7691,-73.8629,378,10568,1.436507937
40.6449,-73.7815,378,17780.5,1.888888889
40.748,-73.9849,378,3831.5,1.96031746
40.7148,-74.0081,378,5778,1.738095238
40.7615,-73.9866,378,5374,1.634920635
40.7567,-73.9902,378,4997.5,1.716931217
40.7248,-73.9874,378,4810.5,1.69047619
40.763,-73.9717,377,4156,1.692307692
40.7485,-73.9889,377,4415.5,1.649867374
40.7411,-74.0076,377,5025,1.721485411
40.7442,-73.9764,377,3955.5,1.671087533
40.756,-73.9676,377,4381,1.668435013
40.7308,-73.989,377,4427.5,1.787798408
40.7586,-73.9888,377,5434.5,1.76127321
40.7606,-73.9897,377,5099.41,1.816976127
40.7437,-74.007,377,4519,1.811671088
40.7608,-73.9872,377,5049,1.827586207
40.718,-73.9575,377,4340,2.00795756
40.7481,-73.9848,377,3571.5,1.809018568
40.7603,-73.9891,376,5109.5,1.880319149
40.7291,-73.9871,376,4631.5,1.829787234
40.7174,-73.9953,376,5143.5,1.710106383
40.7225,-73.986,376,5020,1.744680851
40.759,-73.9922,376,4749,1.662234043
40.7359,-74.0015,376,4727,1.755319149
40.7604,-73.9873,376,5468.5,1.768617021
40.7497,-73.9916,376,4727.5,1.64893617
40.726,-73.9897,376,5039,1.816489362
40.7213,-73.9948,376,4432.5,1.864361702
40.729,-73.9903,376,4575,1.686170213
40.7569,-73.9902,376,4776,1.635638298
40.7571,-73.9901,376,5395,1.67287234
40.7241,-73.9788,376,4700,1.680851064
40.7283,-73.9997,376,4986,1.731382979
40.7324,-73.985,376,4395.5,1.882978723
40.7428,-74.0039,376,4448,1.656914894
40.7307,-74.0008,375,4827,1.837333333
40.7327,-73.9875,375,4199,1.765333333
40.7222,-73.9918,375,4435.5,1.72
40.744,-74.007,375,4308.5,1.741333333
40.7293,-73.9812,375,4946,1.946666667
40.7421,-74.0058,375,4395.5,1.901333333
40.7596,-73.9918,375,4585,1.629333333
40.7753,-73.9537,375,4269.5,1.56
40.7617,-73.9939,375,4321.5,1.653333333
40.7336,-74.0032,375,5198.5,1.752
40.7222,-73.9499,375,4266,1.845333333
40.7227,-73.9887,374,5145,1.684491979
40.7655,-73.9876,374,4795.87,1.601604278
40.7606,-73.9625,374,4998,1.655080214
40.7413,-73.9813,374,4434.5,1.815508021
40.7606,-73.9899,374,5393,1.874331551
40.7342,-73.9991,374,4445.5,1.77540107
40.7618,-73.9939,374,4448,1.729946524
40.7567,-73.9897,373,5237,1.581769437
40.7752,-73.9538,373,4420.5,1.587131367
40.7382,-74.0091,373,4326.5,1.855227882
40.759,-73.9884,373,5137,1.670241287
40.7274,-74.0005,373,4715.5,1.54155496
40.7607,-73.9624,373,5051.5,1.504021448
40.7334,-74.0025,373,4918.5,1.804289544
40.757,-73.9669,373,4575.5,1.806970509
40.7343,-73.9898,373,4729.5,1.654155496
40.7436,-74.0033,373,4203.5,1.844504021
40.7505,-73.991,373,4567.5,1.72386059
40.7289,-73.9843,373,4930,1.766756032
40.7441,-73.9993,373,3890.5,1.710455764
40.7572,-73.9898,373,5266,1.707774799
40.763,-73.9677,372,5375.08,1.559139785
40.7688,-73.9823,372,4562.5,1.448924731
40.6447,-73.7817,372,16865.5,1.811827957
40.7597,-73.9918,372,5167.5,1.698924731
40.7308,-74.0007,372,4828.5,1.830645161
40.7572,-73.99,372,4903.5,1.693548387
40.7517,-73.9938,372,4737,1.655913978
40.7508,-74.002,372,4233.5,1.819892473
40.7392,-74.003,372,4604,1.739247312
40.7229,-73.9881,372,4490.1,1.892473118
40.7321,-74.0035,372,4568.5,1.693548387
40.763,-73.9894,372,5222.5,1.685483871
40.7381,-73.9878,372,4603,1.747311828
40.7457,-73.9779,371,4203.5,1.706199461
40.7259,-73.9896,371,4735.5,1.921832884
40.7295,-73.981,371,4747.5,1.884097035
40.734,-74.0029,371,3813,1.808625337
40.7351,-73.9913,371,5134,1.673854447
40.7339,-74.0063,371,4690.5,1.625336927
40.7268,-73.9833,371,4843.5,1.76819407
40.7277,-74.0013,371,4468.5,1.660377358
40.7269,-73.9888,371,5121,1.889487871
40.7406,-74.0065,371,4552,1.959568733
40.7517,-73.9939,371,4940.5,1.490566038
40.721,-73.987,371,4910,1.889487871
40.7383,-73.9855,371,4277.5,1.986522911
40.7509,-73.9909,371,4505.5,1.708894879
40.764,-73.9732,371,4115,1.590296496
40.7184,-73.9907,370,4899,1.740540541
40.7299,-74.002,370,4809,1.797297297
40.7629,-73.972,370,3957.5,1.648648649
40.7349,-73.9987,370,4183,1.505405405
40.7591,-73.9884,370,4887.5,1.656756757
40.7506,-73.991,370,4736.5,1.735135135
40.7598,-73.9879,370,4961,1.697297297
40.7404,-73.9982,370,5024,1.686486486
40.7586,-73.9925,370,5060,1.691891892
40.725,-73.9842,370,4901.5,1.905405405
40.7438,-73.988,370,3744.5,1.802702703
40.7654,-73.9875,370,4966,1.751351351
40.6446,-73.7825,370,15078,1.713513514
40.7219,-74.0043,370,4192.5,1.52972973
40.7373,-74.0006,370,4572.5,1.762162162
40.7642,-73.9959,369,4851.5,2.108401084
40.7482,-73.9848,369,3367,1.867208672
40.7318,-73.9855,369,4025,1.769647696
40.7207,-74.0101,369,4366.5,1.406504065
40.7309,-74.0016,369,5290.5,1.834688347
40.7256,-73.9898,369,4738,1.780487805
40.7573,-73.9899,369,5247,1.674796748
40.743,-74.0001,369,4114.5,1.867208672
40.7449,-73.9787,369,4345.5,1.62601626
40.7308,-74.001,369,5049,1.861788618
40.7504,-73.9912,369,5054,1.677506775
40.764,-73.998,369,4617.5,1.769647696
40.7276,-73.9854,369,4510.5,1.764227642
40.732,-74.0008,369,5071.5,1.956639566
40.727,-73.9914,369,3931.5,1.796747967
40.7412,-74.0058,368,5166.5,1.823369565
40.7199,-73.9879,368,4734,1.847826087
40.7567,-73.9673,368,4521,1.668478261
40.7344,-73.9898,368,4789,1.627717391
40.7149,-74.008,368,5255,1.89673913
40.7228,-73.9879,368,4355,1.804347826
40.7223,-73.9862,368,4617,1.923913043
40.7435,-74.0074,368,4339.5,1.690217391
40.765,-73.9879,368,5107,1.720108696
40.715,-73.9518,368,4658,1.839673913
40.7206,-73.9896,368,4880,1.774456522
40.7615,-73.9904,368,5002,1.565217391
40.7716,-73.9828,368,5396.5,1.885869565
40.7415,-73.9937,368,4904.5,1.782608696
40.7417,-74.005,368,4409,1.638586957
40.7356,-74.006,368,4708.5,1.79076087
40.7292,-74.0013,368,4924,1.842391304
40.7601,-73.9877,368,5192.5,1.807065217
40.7181,-73.9863,367,4897,1.844686649
40.7689,-73.982,367,4753.5,1.621253406
40.7421,-74.0059,367,4580,1.85013624
40.7324,-74.0037,367,4630,1.782016349
40.7249,-73.9956,367,4996.5,1.697547684
40.7327,-73.9878,367,3839,1.719346049
40.7475,-73.9865,367,4399,1.727520436
40.7571,-73.9897,367,4922.5,1.689373297
40.727,-73.9829,367,4557,1.836512262
40.6468,-73.7898,366,15504.74,1.420765027
40.7445,-73.9812,366,3704.5,1.885245902
40.7448,-73.9989,366,4035,1.628415301
40.7235,-73.9854,366,4901,1.702185792
40.7621,-73.9862,366,5069.55,1.863387978
40.7332,-73.987,366,4247,1.543715847
40.7416,-74.0012,366,4591.5,1.885245902
40.7641,-73.9887,366,4868.5,1.371584699
40.7395,-74.0063,366,4435.5,1.863387978
40.756,-73.9909,366,4667.5,1.453551913
40.7448,-73.9914,366,4449,1.644808743
40.7279,-73.9882,366,4898.5,1.612021858
40.7585,-73.9889,366,5302.5,1.846994536
40.7253,-73.9924,366,4080.5,1.846994536
40.7437,-74.0063,366,4193.5,1.636612022
40.7463,-73.9778,366,4139,1.879781421
40.7716,-73.9823,365,4808.5,1.591780822
40.761,-73.9869,365,4953,1.783561644
40.7334,-73.9996,365,4684.5,1.895890411
40.7634,-73.9965,365,4986.5,1.728767123
40.7282,-73.9881,365,4527.5,1.695890411
40.7594,-73.9919,365,5494,1.882191781
40.7317,-73.9854,365,4120.5,1.901369863
40.7366,-73.989,365,4438,1.589041096
40.7638,-73.9733,365,3831,1.701369863
40.7334,-74.0024,365,4902,1.616438356
40.7437,-74.0033,365,4193.5,1.706849315
40.733,-73.9873,365,4349,1.709589041
40.7262,-73.9896,365,4917.6,1.594520548
40.7436,-74.0072,365,4359,1.704109589
40.7684,-73.9849,365,4706,1.723287671
40.7328,-73.9816,365,4202,1.608219178
40.6445,-73.7821,365,15465.25,1.487671233
40.7266,-73.9861,365,4513,1.728767123
40.7273,-73.9887,365,4643,1.698630137
40.6451,-73.7767,365,14746,1.476712329
40.757,-73.9897,365,5175,1.665753425
40.7251,-73.9951,364,4675.5,1.645604396
40.7326,-74.0035,364,4702.5,1.678571429
40.7286,-74.0053,364,4554.5,1.854395604
40.7292,-74.0012,364,5073,1.840659341
40.7269,-73.9857,364,4735,1.78021978
40.7568,-73.9897,364,4926.5,1.744505495
40.7325,-73.985,364,4254.5,1.730769231
40.7298,-73.9899,364,5183,1.81043956
40.7513,-73.9939,364,4535.5,1.71978022
40.7604,-73.9911,364,4486,1.755494505
40.7563,-73.9904,364,4287,1.802197802
40.7214,-73.9973,364,4187.5,1.879120879
40.7414,-73.993,364,3660.5,1.730769231
40.7748,-73.954,364,4060,1.78021978
40.7598,-73.9915,363,5091,1.696969697
40.7287,-73.9879,363,4744.5,1.707988981
40.739,-73.983,363,3920.5,1.636363636
40.7214,-73.9876,363,4740.5,1.898071625
40.7225,-73.9865,363,4329,1.754820937
40.7441,-73.9837,363,3805.5,1.716253444
40.7419,-73.981,363,4430.5,1.790633609
40.7191,-73.9851,363,4718.5,1.564738292
40.7227,-73.9931,363,4152.5,1.721763085
40.7385,-73.9997,363,4930,1.584022039
40.6486,-73.7837,363,15736.5,1.688705234
40.7629,-73.9714,363,3943,1.716253444
40.7648,-73.9881,363,4569,1.680440771
40.7553,-73.9681,363,4288,1.600550964
40.7251,-73.9813,363,4370.5,1.661157025
40.7592,-73.9884,362,4931,1.624309392
40.7479,-73.985,362,4130.5,1.914364641
40.7274,-73.9914,362,3966,1.922651934
40.7563,-73.9674,362,4278.5,1.723756906
40.7232,-73.9882,362,4663,1.674033149
40.7639,-73.9732,362,3930.5,1.53038674
40.7715,-73.9827,362,4627,1.817679558
40.7496,-74.0029,362,4210.5,1.604972376
40.6418,-73.7892,362,15582.5,1.406077348
40.7254,-73.9923,362,4651,1.574585635
40.7659,-73.9873,362,4272,1.665745856
40.7503,-73.9914,362,4836.5,1.582872928
40.7715,-73.9824,362,4364,1.754143646
40.774,-73.8732,362,9660,1.91160221
40.7424,-74.004,362,4241,1.577348066
40.7327,-74.0033,361,4946,1.836565097
40.7944,-73.9717,361,3525.5,1.476454294
40.7612,-73.987,361,4883.5,1.808864266
40.7397,-74.0027,361,5038,1.570637119
40.7194,-73.9901,361,4269,1.565096953
40.733,-74.0001,361,4878.5,1.48199446
40.7364,-74.0013,361,4506.5,1.736842105
40.7436,-74.0071,361,4308,1.706371191
40.7274,-73.9936,361,3627,1.573407202
40.7287,-74,360,4638.5,1.783333333
40.732,-73.9839,360,4304.5,1.880555556
40.7179,-73.9856,360,4850.5,1.905555556
40.7301,-73.9807,360,4801,1.630555556
40.7171,-73.9564,360,4366,1.530555556
40.7325,-74.0034,360,4825.5,1.752777778
40.7339,-73.9806,360,4193,1.536111111
40.7566,-73.9977,360,4284.5,1.472222222
40.7473,-73.9856,360,4176.5,1.652777778
40.7141,-73.9514,360,4488,1.75
40.7389,-73.983,360,3929,1.591666667
40.7365,-74.0012,360,4479.5,1.65
40.7428,-74.0042,360,4178.5,1.594444444
40.7231,-73.9894,360,5351,1.786111111
40.7229,-73.9883,360,4554.5,1.802777778
40.722,-73.9963,360,4266.5,1.877777778
40.6763,-73.9805,360,4981.5,1.822222222
40.7716,-73.983,359,4326,1.830083565
40.7244,-73.9786,359,4857.5,1.813370474
40.7344,-74.0022,359,3876,1.60724234
40.7518,-74.0041,359,3818,1.791086351
40.7333,-73.987,359,4464,1.637883008
40.7383,-73.9999,359,5055,1.935933148
40.7189,-73.9905,359,4248.5,1.768802228
40.7269,-73.9837,359,4563,1.894150418
40.7219,-73.9935,359,4338.5,1.877437326
40.7325,-73.9876,359,3871,1.791086351
40.7394,-74.007,359,4481.5,1.930362117
40.7154,-74.0076,359,5225.5,1.752089136
40.7312,-73.9858,359,4150.5,1.749303621
40.7645,-73.9883,359,4779,1.690807799
40.7561,-73.9905,358,3869.5,1.581005587
40.7257,-74.0039,358,4562.5,1.606145251
40.756,-73.9906,358,4154,1.622905028
40.7254,-73.978,358,4436,1.664804469
40.8043,-73.9667,358,4853.5,1.709497207
40.645,-73.7813,358,17337,1.826815642
40.7759,-73.9533,358,4189.5,1.508379888
40.7436,-73.9837,358,3688,1.88547486
40.7384,-73.9878,358,4699,1.701117318
40.7554,-73.9683,358,4060.5,1.645251397
40.7214,-73.9882,358,4728,1.765363128
40.759,-73.9923,358,4056,1.726256983
40.7568,-73.967,358,4408.5,1.69273743
40.7599,-73.9879,358,5262,1.779329609
40.7347,-73.9987,357,4001,1.697478992
40.7374,-73.9842,357,4393.5,1.761904762
40.7628,-73.9719,357,3903,1.574229692
40.7794,-73.9557,357,4074.5,1.495798319
40.7624,-73.9861,357,4676.5,1.725490196
40.7396,-74.0065,357,4477,1.717086835
40.7623,-73.9898,357,4667,1.722689076
40.7327,-73.9815,357,4186.5,1.677871148
40.7193,-73.9902,357,4051.5,1.913165266
40.7435,-74.0073,357,4489.5,1.803921569
40.7383,-74.004,357,4564.5,1.801120448
40.7441,-73.9878,357,3785.5,1.845938375
40.7251,-73.9872,357,4602,1.829131653
40.7414,-73.9933,357,3798.5,1.81512605
40.7212,-73.9887,356,4585.5,1.72752809
40.7194,-73.9932,356,4303.5,1.828651685
40.7411,-73.9815,356,4711.5,1.856741573
40.7189,-73.9893,356,4960.5,1.974719101
40.747,-73.9857,356,3953,1.662921348
40.7747,-73.9541,356,4368.5,1.91011236
40.736,-74.0015,356,4363.5,1.685393258
40.7245,-73.9816,356,4683.5,1.637640449
40.7417,-74.0011,356,4822,1.730337079
40.7454,-73.9984,356,4392,1.595505618
40.7228,-73.983,356,4992.1,1.915730337
40.7229,-73.988,356,3920,1.747191011
40.7243,-73.9848,356,4987,1.70505618
40.7382,-73.9877,355,4466,1.735211268
40.7471,-73.9854,355,4104.5,1.698591549
40.7587,-73.9888,355,4810,1.636619718
40.751,-73.9908,355,4384.5,1.605633803
40.7424,-73.9805,355,4039.5,1.836619718
40.7187,-73.9885,355,5064.5,1.661971831
40.7203,-73.9935,355,4714.5,1.766197183
40.7572,-73.9897,355,4956,1.673239437
40.7418,-74.0011,355,4431.5,1.571830986
40.7299,-73.9895,355,4422,1.828169014
40.7498,-73.9913,355,4191,1.470422535
40.7329,-74.0033,354,5454,1.86440678
40.7407,-74.0054,354,4071.5,1.906779661
40.7304,-74,354,4764,1.776836158
40.7586,-73.9926,354,4572,1.731638418
40.7443,-74.0065,354,4105,1.847457627
40.7436,-73.9838,354,3763,1.985875706
40.7462,-73.9779,354,4298,1.895480226
40.7509,-74.0039,354,5096.5,1.861581921
40.7251,-73.9871,354,4444.5,1.748587571
40.734,-73.9994,354,4317,1.641242938
40.742,-74.0009,354,4875,1.720338983
40.7852,-73.9731,354,4575,1.838983051
40.729,-73.9875,354,4726.5,1.898305085
40.722,-73.9934,354,4397,1.855932203
40.729,-73.9814,354,4455,1.734463277
40.7398,-74.0026,353,4667.5,1.847025496
40.7282,-73.9848,353,4322.5,1.827195467
40.7322,-73.9879,353,3870,1.674220963
40.7697,-73.8631,353,4173,1.569405099
40.7197,-73.9872,353,4601,1.827195467
40.7265,-73.9833,353,4741.4,1.855524079
40.7593,-73.9883,353,4692.5,1.66572238
40.7141,-73.9496,353,4237.5,1.702549575
40.7192,-74.0052,353,4099,1.736543909
40.7269,-73.9798,353,4104,1.773371105
40.7199,-74.0052,353,4726,1.889518414
40.7614,-73.9867,353,5414.5,2.04815864
40.755,-73.9685,353,4538.5,1.852691218
40.7439,-73.9994,353,3936,1.634560907
40.7288,-74.0053,353,4735,1.835694051
40.749,-73.9884,353,4174,1.773371105
40.7314,-73.9884,353,4304.5,1.835694051
40.7687,-73.982,353,4382.5,1.668555241
40.7616,-73.9904,352,4619.5,1.639204545
40.7296,-74.0008,352,5047.5,1.866477273
40.744,-73.9839,352,3796,1.721590909
40.727,-73.9858,352,4493.5,1.678977273
40.7276,-73.9913,352,4028,1.78125
40.7293,-73.9899,352,4615,1.860795455
40.7549,-73.9842,352,3926,1.411931818
40.7455,-73.9777,352,4270.5,1.826704545
40.728,-73.9849,352,4183.5,1.778409091
40.645,-73.7769,352,14279.5,1.6875
40.7305,-74.002,352,4352,1.622159091
40.7716,-73.9824,352,4494,1.786931818
40.7287,-73.9878,352,4549,1.690340909
40.7242,-73.9787,352,4768.5,1.818181818
40.7203,-73.9882,352,4758,1.826704545
40.7441,-73.9879,352,3724,1.6875
40.7186,-74.0007,352,4695.5,1.71875
40.7627,-73.9679,352,4994.5,1.647727273
40.7566,-73.9976,351,3972.5,1.64957265
40.7567,-73.994,351,4708.5,1.512820513
40.7338,-74.0062,351,4363,1.737891738
40.7404,-74.0021,351,4729.5,1.774928775
40.7264,-73.9894,351,4649,1.712250712
40.7602,-73.9913,351,3917.5,1.623931624
40.745,-73.9785,351,3838.5,1.709401709
40.7441,-73.9838,351,3641,1.732193732
40.7419,-73.9809,351,4422.5,1.84045584
40.7225,-73.9863,351,4725.5,1.689458689
40.7639,-73.9733,351,3661.5,1.638176638
40.7422,-74.0007,351,4543.5,1.772079772
40.7203,-73.9892,351,4479,1.749287749
40.7227,-73.9861,351,4690.9,1.754985755
40.7631,-73.9718,350,3722,1.722857143
40.7421,-73.9808,350,4049,1.657142857
40.7383,-73.9854,350,3895,1.997142857
40.7484,-73.9889,350,3863,1.631428571
40.7591,-73.9922,350,4868.25,1.748571429
40.7327,-73.9858,350,4580.5,1.711428571
40.744,-73.9958,350,4397,1.551428571
40.772,-73.956,350,4304.5,1.711428571
40.7402,-74.008,350,4339.55,1.845714286
40.7272,-73.9937,350,3410,1.617142857
40.7306,-73.9891,350,3925,1.822857143
40.7328,-73.9815,350,4226.5,1.84
40.7202,-73.9874,350,4406.5,1.862857143
40.7636,-73.9852,350,4817.5,1.662857143
40.7631,-73.972,350,3629,1.8
40.7412,-73.994,350,4174,1.725714286
40.7222,-73.95,350,4044,1.605714286
40.7317,-73.9855,350,3968,1.662857143
40.7391,-74.0065,349,4523,1.667621777
40.732,-73.984,349,4438,1.679083095
40.7521,-74.0041,349,3453,1.478510029
40.7212,-73.9892,349,4561,1.773638968
40.7562,-73.9904,349,4081,1.446991404
40.7329,-73.9875,349,3697.5,1.925501433
40.7215,-73.9583,349,4933.5,1.836676218
40.7449,-73.9987,349,3792,1.919770774
40.7504,-73.991,349,4802.9,1.76217765
40.7607,-73.9911,349,4693,1.876790831
40.6469,-73.7897,349,15316.75,1.618911175
40.7751,-73.9538,349,4411,1.8252149
40.7251,-73.9812,349,4595.5,1.64756447
40.7219,-73.9805,349,4167.5,1.753581662
40.7352,-74.0061,349,4032,1.627507163
40.7628,-73.9969,348,4390.5,1.798850575
40.7364,-73.9909,348,4909.5,1.879310345
40.7472,-73.9857,348,4200.5,1.844827586
40.7341,-74.0025,348,4233,1.850574713
40.7583,-73.9928,348,4991.01,1.347701149
40.7179,-73.9854,348,4847.5,1.841954023
40.7409,-73.9817,348,4311,1.767241379
40.741,-74.0054,348,4595.5,1.887931034
40.732,-73.9822,348,4348.5,1.724137931
40.7409,-73.9816,348,4327.5,1.810344828
40.7687,-73.9822,348,4511,1.772988506
40.7287,-73.9875,348,4659,1.850574713
40.7415,-74.0071,348,4491,1.772988506
40.7564,-73.9674,348,4528,1.804597701
40.7247,-73.9874,347,4024,1.910662824
40.7324,-74.0036,347,4252,1.717579251
40.7262,-73.9893,347,4301.5,1.685878963
40.748,-73.985,347,3460.5,1.844380403
40.721,-73.9978,347,3711.5,1.913544669
40.7524,-73.9781,347,3778.5,1.55907781
40.6469,-73.79,347,15528.25,1.60518732
40.7739,-73.8712,347,9729.38,2.037463977
